R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,uniqueNetworkLocation,country,source,major,,,,,,,,
4,1,1,3,3,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,1,2,3,3,1,1,2,2,1,2,2,2,2,4,4,4,4,3,4,4,4,24,194,139,5,4,4,3,5,6,4,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,32,1,7,1,4,2,2,3,1,US,0,,,,,,,,,
3,3,2,1,1,2,2,3,4,4,4,4,4,4,2,3,4,3,5,4,4,4,2,4,5,4,3,3,3,4,4,3,3,4,4,3,4,4,4,5,3,2,1,2,4,3,3,3,30,198,121,3,5,6,4,5,6,5,5,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,30,1,4,1,4,1,2,2,1,US,1,,,,,,,,,
2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,4,2,3,4,3,3,2,4,4,4,4,4,4,5,3,2,3,4,1,4,3,4,3,2,2,2,2,2,2,3,2,5,126,102,3,6,4,3,3,3,7,5,6,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,1,1,17,1,4,1,5,2,1,0,1,US,1,,,,,,,,,
1,1,1,1,1,2,1,1,5,5,3,2,1,2,3,1,3,1,1,1,2,3,1,1,5,4,3,2,5,2,1,5,1,1,1,2,1,1,3,1,2,1,2,1,1,3,1,1,22,199,485,3,1,6,2,4,7,6,2,5,4,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,3,3,2,1,41,1,7,1,3,1,2,6,2,US,0,psychology,,,,,,,,
1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,2,4,1,1,1,1,4,5,5,3,5,3,2,4,2,1,4,1,1,2,2,2,1,3,1,2,2,4,4,2,1,73,225,156,6,1,7,1,0,6,7,1,7,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,3,2,2,59,1,6,1,4,1,2,2,1,US,1,Human,Resources,,,,,,,
1,4,1,1,1,3,1,1,5,5,5,5,5,5,5,5,3,4,3,4,5,4,2,4,4,4,4,3,4,3,3,4,3,2,1,2,2,1,3,3,3,1,1,2,4,1,2,2,90,401,1531,5,2,5,5,6,7,7,5,6,3,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,4,2,2,1,60,1,12,3,4,1,2,4,1,US,1,health,,,,,,,,
1,1,1,3,1,3,1,1,5,5,4,5,5,4,3,3,4,2,3,2,1,4,3,4,1,4,3,4,2,2,3,3,1,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,7,180,158,1,3,7,1,6,7,5,3,6,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,2,2,1,1,21,3,1,1,4,2,1,2,1,US,1,Spanish,,,,,,,,
1,1,1,1,1,1,1,1,5,5,3,4,4,4,4,2,4,1,4,5,4,5,1,2,5,1,5,2,5,2,4,2,1,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,149,132,1,2,1,7,5,7,3,5,2,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,3,2,1,15,1,2,2,4,2,1,2,1,GB,2,,,,,,,,,
5,2,1,1,1,1,2,1,3,3,4,3,1,2,3,2,3,4,5,4,3,4,2,5,5,2,1,3,5,1,2,1,1,1,1,1,3,1,1,1,2,3,3,2,2,3,1,3,673,3772,231,3,5,7,5,6,7,6,2,6,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,29,1,12,1,4,1,1,0,1,AR,1,System,analysis,,,,,,,
3,2,2,2,2,2,2,2,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,4,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,29,139,162,3,3,6,4,6,7,4,2,6,4,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,1,2,48,1,4,1,4,1,1,2,1,CA,0,human,science,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,5,1,4,4,4,4,2,5,2,3,3,1,3,3,4,3,3,3,3,3,2,1,1,2,1,2,1,1,375,199,133,7,1,6,2,6,3,7,3,5,2,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,3,2,2,1,26,1,7,1,4,2,1,2,1,US,1,English,and,Dance,,,,,,
4,3,1,4,4,3,3,3,2,1,1,2,1,1,1,1,1,1,3,3,1,1,4,1,4,3,3,4,4,3,4,3,4,4,4,4,5,4,4,3,4,4,5,4,3,3,5,3,434,2331,188,5,3,7,1,6,6,6,1,6,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,3,1,1,22,1,4,1,3,2,1,2,1,GB,0,Football,studies,and,Business,,,,,
4,1,1,2,2,1,1,1,5,4,4,4,5,4,4,3,2,2,3,4,3,1,3,3,4,2,2,2,5,2,4,1,4,2,4,3,4,2,5,4,1,4,2,1,2,3,2,2,2,229,196,7,2,5,6,6,1,6,6,6,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,26,1,0,1,4,2,1,2,1,US,1,Science,,,,,,,,
3,2,3,4,2,2,3,2,5,5,5,4,4,5,4,5,3,4,4,3,4,4,4,3,2,3,1,3,2,2,3,2,1,1,2,2,1,1,1,1,1,2,1,1,2,3,1,1,51,211,201,2,5,5,3,6,7,4,5,7,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,2,1,1,27,1,1,3,4,1,1,2,1,ZA,0,,,,,,,,,
3,3,4,3,2,3,3,4,4,3,3,4,4,3,3,4,1,1,4,1,2,1,4,3,1,3,3,4,2,2,2,2,3,1,1,2,4,3,2,2,2,3,1,1,3,3,2,1,4,262,260,2,5,6,6,5,7,6,2,6,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,3,1,1,17,1,4,1,4,2,1,2,1,CA,0,,,,,,,,,
1,1,1,1,1,1,1,1,5,4,4,4,5,4,4,3,1,1,2,1,1,2,4,2,5,4,4,3,4,2,2,3,2,2,2,2,3,2,2,2,2,1,1,2,3,3,3,2,13,240,172,6,6,6,6,6,6,6,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,30,1,5,1,5,1,2,8,1,US,1,psychology,,,,,,,,
1,1,1,1,1,1,1,1,3,4,4,2,2,4,2,2,1,2,3,1,4,1,1,1,2,4,4,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,7,6792,207,2,1,5,4,7,7,6,5,7,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,18,1,4,1,5,2,1,2,1,US,1,,,,,,,,,
5,3,2,5,3,3,3,2,4,4,3,3,3,5,2,3,3,2,3,3,3,1,2,2,3,5,3,1,5,5,5,5,3,4,2,5,3,5,2,3,3,3,3,5,3,5,3,3,3,921,303,5,6,7,4,5,7,6,4,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,18,1,4,0,0,0,1,6,2,GU,1,,,,,,,,,
1,1,5,1,1,1,1,1,3,3,1,4,1,1,1,1,1,5,5,5,5,3,3,1,1,1,1,3,4,1,3,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,75,211,217,5,1,7,1,6,4,2,6,7,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,3,3,2,1,45,1,2,2,4,1,1,1,1,GB,2,English,,,,,,,,
2,2,1,1,2,1,2,3,4,5,5,5,4,5,5,3,4,4,5,4,5,4,2,5,4,2,4,4,2,3,4,3,1,1,5,5,2,5,4,2,1,2,2,3,3,2,2,2,32,572,229,5,2,7,1,4,3,1,1,7,7,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,1,2,1,29,1,7,1,4,2,2,2,2,US,1,geology,,,,,,,,
1,1,1,2,1,1,1,1,4,4,4,4,3,4,3,4,4,4,5,3,5,5,4,5,4,1,3,1,2,1,1,1,3,1,3,5,4,2,3,5,1,1,1,1,3,3,2,2,50,166,127,3,2,6,5,6,5,3,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,2,2,3,1,17,1,2,4,4,2,1,1,1,US,2,history,,,,,,,,
1,1,1,1,3,1,2,1,4,3,3,5,4,3,4,1,3,3,1,5,4,3,1,1,4,4,4,5,4,4,5,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,26,154,185,4,1,5,1,7,5,6,5,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,37,1,7,1,3,2,2,2,1,US,2,education,,,,,,,,
3,2,2,2,1,3,1,2,4,4,4,3,4,4,4,4,4,3,4,5,4,5,4,3,4,4,5,4,5,3,4,1,1,2,2,2,2,1,2,2,2,1,3,3,2,3,2,1,61,245,157,5,4,6,5,7,6,7,2,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,33,1,12,2,5,1,3,3,1,US,2,Applied,Human,Behavior,,,,,,
3,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,5,3,1,4,2,5,2,2,5,5,5,3,5,5,4,4,1,2,4,3,3,3,3,3,2,3,3,3,1,3,2,3,13,312,259,6,5,7,7,6,7,7,1,6,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,42,1,7,1,3,1,3,2,1,US,1,Interdisciplinary,Studies,,,,,,,
3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,1,3,1,1,3,1,1,1,3,1,3,3,1,3,1,1,4,174,271,7,1,7,1,7,3,6,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,59,1,7,1,3,1,3,10,1,US,0,psycholoy,,,,,,,,
2,1,1,1,1,1,1,1,1,4,3,5,1,4,1,5,2,3,1,5,5,5,5,1,3,5,4,4,4,4,5,4,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,122,95,2,2,6,4,7,7,5,6,5,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,18,3,2,2,4,2,1,1,1,US,2,,,,,,,,,
3,1,1,2,1,2,2,1,3,3,2,1,1,3,1,2,5,4,2,5,4,5,4,1,5,5,5,4,5,3,4,2,2,1,3,3,1,2,1,1,3,2,2,2,1,3,4,2,208,281,277,3,6,6,4,3,3,6,5,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,2,2,1,23,1,6,2,3,1,1,2,1,US,1,Government,,,,,,,,
5,3,1,3,2,3,2,3,1,2,2,2,2,2,2,2,3,4,2,4,2,3,3,2,5,5,4,3,3,3,4,3,3,4,3,4,3,3,4,3,2,3,4,3,3,4,4,3,902,965,189,6,4,5,2,6,5,6,5,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,30,1,6,4,1,1,2,4,1,MY,1,Electronics,Engineering,,,,,,,
5,1,3,3,2,4,3,2,4,4,4,2,2,2,2,2,1,2,2,3,3,2,2,3,5,4,3,4,4,3,4,3,3,4,4,2,4,3,4,3,1,3,3,2,3,4,3,3,20,226,209,7,6,7,3,7,1,6,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,1,2,22,1,8,1,1,1,1,2,1,IN,0,Computer,Science,,,,,,,
3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,3,3,2,3,2,2,3,2,3,2,4,2,4,2,4,4,4,3,4,4,4,4,4,4,13,144,179,4,4,5,2,5,5,5,4,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1,1,15,1,6,0,1,2,1,2,2,MY,0,,,,,,,,,
3,1,1,1,2,3,2,2,5,5,5,5,5,4,4,1,5,2,3,5,2,5,3,2,3,1,4,4,4,3,5,5,2,1,3,1,3,2,4,2,2,1,2,3,2,3,2,2,3,270,199,7,5,5,4,6,1,5,5,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,15,2,8,1,1,2,1,1,2,MY,0,,,,,,,,,
1,3,1,1,1,1,1,3,5,5,5,1,5,5,3,1,3,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,1,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,165,164,204,6,4,4,1,7,1,6,4,6,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,2,2,40,1,1,1,4,1,2,3,2,MY,0,History,,,,,,,,
5,5,5,5,4,5,3,5,5,5,5,5,5,5,4,5,1,2,5,1,1,4,1,4,4,5,5,3,4,2,4,5,4,3,5,1,5,1,3,5,4,5,5,2,5,2,3,2,3,334,237,4,5,7,1,7,7,7,6,7,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,2,14,1,3,1,1,2,1,1,2,MY,0,Engineering,,,,,,,,
3,1,3,2,3,1,1,2,3,3,1,2,3,5,3,4,1,0,1,1,1,3,4,2,1,3,4,3,3,3,3,3,1,1,1,1,1,3,3,2,1,1,1,1,1,3,1,1,13,248,358,6,4,5,2,6,1,4,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1,1,15,3,2,1,4,2,1,2,2,MY,0,Marine,biology,,,,,,,
1,1,1,5,2,5,4,2,4,5,5,5,2,5,1,5,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,3,4,5,5,5,2,5,3,2,1,2,2,5,2,1,8,185,207,7,6,6,7,7,5,7,7,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,2,15,1,8,1,5,2,1,2,2,MY,0,Chemical,engineering,,,,,,,
1,1,1,4,1,1,1,1,3,1,1,3,3,1,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,4,1,4,1,4,542,156,5,6,4,5,6,5,4,7,7,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,15,1,8,1,4,2,1,2,2,MY,0,,,,,,,,,
2,2,3,3,2,2,3,2,1,2,2,2,1,1,1,1,2,1,2,3,4,3,3,3,5,5,5,3,5,4,5,5,3,4,4,3,5,4,4,4,4,3,3,4,5,5,4,4,18,444,175,7,5,5,3,5,1,5,6,3,4,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,3,2,2,14,1,8,1,1,2,1,2,2,MY,0,,,,,,,,,
3,2,1,3,2,2,3,2,2,4,2,2,2,3,2,4,4,5,5,4,4,5,4,5,3,4,3,4,3,5,4,2,2,3,4,3,4,3,2,3,4,4,4,4,5,3,3,2,7,666,291,6,4,3,2,6,2,5,5,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,14,1,7,1,5,2,1,2,2,MY,0,,,,,,,,,
3,1,1,5,1,3,1,1,4,4,3,1,3,4,2,5,1,3,3,3,5,1,1,4,5,3,5,3,5,3,5,4,3,1,3,1,3,1,4,5,1,1,1,1,1,3,1,1,3,235,197,4,1,5,6,7,2,7,4,5,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,2,2,1,1,16,2,2,1,5,2,1,3,2,MY,0,,,,,,,,,
1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,4,5,5,5,5,5,2,3,3,5,3,1,4,2,4,5,2,2,4,3,4,2,3,3,2,3,2,2,1,2,2,1,211,296,175,7,5,7,2,6,1,5,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,15,1,1,2,1,2,1,5,1,MY,0,,,,,,,,,
3,3,1,3,2,3,2,2,1,1,3,2,1,1,1,1,3,5,4,4,3,5,4,3,2,3,4,3,5,3,4,4,4,5,3,4,2,5,4,5,2,2,1,3,1,5,2,2,37,530,494,6,5,5,2,5,1,6,6,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,14,1,8,1,1,2,1,1,2,MY,0,Medical,,,,,,,,
4,4,1,1,2,3,2,3,4,4,4,3,3,3,3,1,3,2,4,2,1,4,2,2,3,2,5,4,5,5,4,5,3,3,5,5,5,5,4,3,4,3,4,4,5,5,5,4,8,249,228,5,5,6,6,6,7,7,2,7,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,2,15,1,7,0,1,2,1,3,2,MY,0,,,,,,,,,
1,1,2,3,1,1,3,3,4,5,4,4,4,3,5,2,4,4,3,2,4,3,4,4,3,2,0,4,5,2,2,5,2,1,3,2,3,2,1,2,1,1,1,3,1,3,1,1,700,398,259,5,4,6,4,5,7,7,3,6,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,1,14,1,4,0,0,2,1,0,2,MY,1,,,,,,,,,
3,1,2,5,3,3,2,1,1,3,1,3,2,4,1,1,4,2,5,5,2,5,4,4,3,4,4,4,4,1,3,3,4,3,5,4,5,4,4,5,4,3,4,3,1,3,2,3,15,274,303,6,3,5,5,5,6,6,5,3,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,14,1,2,1,4,2,1,1,2,MY,0,Engineering,,,,,,,,
3,1,3,3,2,1,1,1,2,5,5,2,3,5,2,4,1,4,4,1,3,1,1,3,3,5,3,1,4,5,4,3,3,3,4,2,4,3,1,2,3,3,2,3,2,1,2,2,23,414,348,6,6,6,6,5,5,7,7,6,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,3,2,1,15,1,8,1,1,2,1,2,2,MY,0,,,,,,,,,
3,3,2,3,2,1,3,2,4,1,5,3,1,5,2,2,0,5,5,5,1,4,5,3,3,3,3,4,3,3,4,3,2,5,4,4,1,5,4,5,3,3,2,2,1,2,1,3,7,347,488,5,4,6,7,6,2,5,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,15,1,4,1,5,2,1,2,2,MY,0,medical,,,,,,,,
5,1,1,1,1,0,1,1,5,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,176,165,385,6,4,6,4,4,1,6,1,6,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,15,1,6,1,4,2,1,3,2,MY,0,,,,,,,,,
3,3,3,1,2,1,3,1,5,4,5,4,5,4,4,2,2,3,3,5,3,2,2,1,5,5,5,4,4,5,1,1,2,2,3,1,5,5,1,1,2,3,1,4,2,2,1,2,15,804,242,6,4,6,6,5,1,3,5,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,21,1,10,2,5,2,1,5,1,MY,0,Biology,,,,,,,,
3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,9,209,303,4,4,7,1,1,3,4,2,6,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,31,1,3,1,1,2,1,8,1,US,1,Nursinf,,,,,,,,
3,1,4,4,2,1,4,3,3,4,3,4,4,5,4,5,1,3,4,4,2,5,5,3,3,4,2,3,4,3,2,4,4,2,3,2,3,2,3,4,1,3,2,3,3,2,3,3,6,122,104,6,5,3,1,7,2,3,5,5,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,2,1,1,14,1,10,1,1,2,1,5,2,MY,0,,,,,,,,,
1,1,1,1,1,1,1,1,3,4,1,5,1,1,1,1,1,2,4,1,4,1,2,3,5,1,1,4,1,1,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,4,1,1,6,151,162,6,3,2,2,5,3,3,1,4,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,1,39,2,7,1,4,1,2,1,2,US,1,Marketing,,,,,,,,
1,2,1,1,1,2,1,1,3,3,4,1,1,3,1,2,3,3,4,4,4,4,2,3,3,4,1,2,3,4,2,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,51,252,259,2,2,6,2,7,5,6,2,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,53,1,12,1,4,1,2,5,1,US,2,english,education,,,,,,,
1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,5,4,5,1,3,1,2,2,1,2,1,2,1,1,1,4,2,5,1,1,1,1,1,4,3,5,5,3,1,2,229,193,7,5,7,1,7,1,1,2,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,65,1,1,1,3,2,3,2,1,US,2,Bio-Chemistry,,,,,,,,
4,5,3,5,2,4,3,4,2,4,3,2,2,2,2,4,2,2,2,2,4,5,5,3,2,3,4,4,5,2,2,5,3,1,2,2,3,2,1,3,3,4,2,2,2,2,1,2,2,137,64,4,5,3,5,6,5,6,5,3,5,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,2,3,1,1,18,1,1,1,4,2,1,2,1,IE,2,,,,,,,,,
1,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,4,4,5,5,5,5,2,2,4,5,3,2,4,2,2,2,2,1,2,1,2,2,3,2,1,1,1,1,1,1,1,1,3,162,100,2,6,3,7,6,6,5,4,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,20,1,4,1,4,2,1,5,1,US,1,Com,,,,,,,,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,4,1,3,1,1,3,2,3,3,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,97,329,405,4,2,6,4,3,7,6,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,18,1,10,0,1,2,1,5,1,MY,0,English,,,,,,,,
1,1,1,1,1,1,1,1,1,4,3,1,3,4,3,4,2,5,2,5,4,3,4,3,1,5,3,2,4,1,1,1,1,2,2,1,1,1,4,5,1,1,1,1,1,1,1,1,28,466,470,7,6,3,5,7,2,3,7,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,22,1,12,1,4,1,1,2,1,AU,2,,,,,,,,,
1,3,1,1,1,1,2,1,5,4,3,1,3,5,4,1,3,4,4,4,4,4,5,3,5,5,5,5,5,5,3,4,1,4,2,5,2,4,2,2,1,1,1,2,1,3,1,1,39,217,220,6,2,7,7,5,4,6,1,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,19,2,6,1,4,2,1,2,1,US,0,dental,hygiene,,,,,,,
4,4,1,1,2,2,1,3,2,3,1,1,1,2,1,2,1,1,4,1,1,2,1,4,4,2,1,4,4,2,4,4,1,2,1,3,1,1,3,3,1,1,1,4,1,2,1,1,1,145,122,2,7,7,6,6,7,7,7,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,39,1,4,1,4,1,2,3,1,US,2,international,studies,,,,,,,
2,1,2,4,2,2,1,2,4,4,4,4,4,4,4,4,1,1,4,1,1,1,4,1,3,5,3,2,2,2,2,4,4,2,3,2,4,3,2,3,2,1,2,1,1,2,2,2,7,162,124,5,7,4,6,4,2,5,7,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,17,1,7,1,4,2,1,3,1,US,2,,,,,,,,,
3,1,1,1,1,1,1,5,3,1,3,3,3,3,3,1,1,5,5,3,3,3,1,3,5,3,3,3,3,1,1,1,1,1,3,5,5,5,1,5,1,3,3,5,3,3,3,3,24,708,592,7,6,5,5,5,5,6,3,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,18,1,10,1,1,2,1,5,1,MY,0,civil,engineering,,,,,,,
3,1,2,1,1,1,1,1,5,5,5,5,5,5,5,3,2,3,1,3,5,3,4,3,3,5,5,4,5,3,5,4,5,3,5,4,4,4,4,5,3,1,3,2,3,3,3,2,4,366,264,6,2,5,3,6,1,7,6,5,7,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,10,1,1,2,1,6,1,CH,0,,,,,,,,,
5,5,1,1,1,1,1,3,1,1,1,1,1,5,1,3,5,5,1,5,5,3,5,3,3,5,5,3,5,3,3,5,3,3,1,3,3,3,1,5,1,5,1,5,1,1,1,5,8,287,242,7,5,6,1,7,1,7,5,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,18,1,10,4,5,0,1,4,1,MY,0,psychology,,,,,,,,
2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,3,1,1,1,1,5,1,1,2,2,1,1,2,1,1,1,2,1,3,1,2,2,2,1,3,3,3,3,3,3,3,3,11,215,141,3,4,6,5,4,6,6,1,6,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,17,1,3,3,1,2,1,2,1,MY,1,,,,,,,,,
1,1,1,1,1,1,1,1,3,3,1,3,1,3,1,1,1,3,1,1,1,4,1,1,3,5,5,1,3,2,3,1,1,3,4,1,3,1,1,1,3,3,3,1,5,1,1,3,17,208,280,4,5,5,7,6,7,6,5,1,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,20,1,10,1,1,2,1,5,1,MY,1,Science,,,,,,,,
3,1,2,3,2,4,1,1,3,4,2,3,2,3,2,2,4,4,2,3,3,4,3,1,2,3,3,3,3,4,3,1,3,2,3,2,4,3,4,1,2,1,3,1,4,3,2,1,4,264,164,5,7,5,1,5,1,4,2,7,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,2,1,1,18,1,3,1,1,2,1,2,2,SG,1,,,,,,,,,
3,2,2,2,1,1,1,1,5,5,3,5,5,5,4,1,2,2,3,1,1,2,2,2,3,2,5,3,5,2,2,2,3,1,4,1,5,1,5,2,3,2,2,2,5,3,3,2,7,405,190,7,4,5,2,6,2,7,2,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,35,1,2,3,4,1,1,2,1,US,0,psychology,,,,,,,,
4,2,2,4,3,3,4,3,4,5,5,4,4,3,4,3,3,3,4,3,2,2,3,3,4,3,4,3,4,3,3,3,3,2,4,2,3,3,2,2,4,4,4,3,4,4,3,3,22,374,359,6,2,7,6,7,5,5,5,3,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,1,1,2,50,1,10,2,5,1,2,5,2,US,0,engineering,,,,,,,,
5,4,4,5,5,5,5,5,3,4,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,3,4,3,4,3,4,4,4,3,1489,170,7,4,7,1,7,5,5,1,6,3,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,3,1,1,18,2,4,1,4,2,1,6,2,GU,1,,,,,,,,,
